사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소
EMP0207,구건우,남,28,1999-08-16,990816-1486785,군필,2025-07-18,0,대졸,동국대학교,3.8,공채,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,사원,팀원,1,,,koogunwoo92@gmail.com,010-5145-5492,경기도 용인시 기흥구 영덕동
EMP0208,주서준,남,48,1979-08-24,790824-1857213,군필,2004-08-06,21,고졸,,,경력,정규직,쿠팡,사원,백엔드개발,두리안정보기술,경기 판교,개발부,AI팀,1,부장,팀장,2,,,juseojun.4@naver.com,010-5368-2375,서울시 마포구 상암동
EMP0209,박나은,여,39,1988-12-27,881227-2859459,해당없음,2011-03-21,15,대졸,건국대학교,3.2,인턴전환,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,차장,팀원,2,,,parknaeun49@nate.com,010-5703-3916,서울시 송파구 문정동
EMP0210,주재민,남,30,1997-03-10,970310-1195166,군필,2022-05-07,4,대학원졸,연세대학교,3.0,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,대리,팀원,1,,,jujaemin76@naver.com,010-8655-6291,서울시 노원구 상계동
EMP0211,지하영,여,29,1998-01-06,980106-2900244,해당없음,2025-11-12,0,대졸,성균관대학교,3.9,경력,정규직,롯데그룹,대리,백엔드개발,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,jihayoung_510@daum.net,010-9586-4251,경기도 고양시 일산동구 장항동
EMP0212,장수현,남,25,2002-06-15,020615-3840529,군필,2025-03-26,1,대졸,서울대학교,3.8,경력,정규직,SK하이닉스,대리,재무회계,두리안정보기술,서울 여의도,인사부,교육팀,3,사원,팀원,1,,,jangsoohyun_dev@nate.com,010-7956-7452,경기도 수원시 영통구 매탄동
EMP0213,문정수,남,45,1982-03-25,820325-1815485,군필,2016-04-20,10,대졸,성균관대학교,3.9,추천,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,차장,팀원,2,,,moonjungsu45@naver.com,010-6226-3109,경기도 고양시 일산동구 장항동
EMP0214,엄하은,여,31,1996-01-10,960110-2150901,해당없음,2023-07-25,2,대졸,명지대학교,3.3,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,사원,팀원,1,,,umhaeun_work@kakao.com,010-6528-5852,서울시 강남구 역삼동
EMP0215,오다현,여,33,1994-05-21,940521-2253878,해당없음,2023-08-11,2,대학원졸,경희대학교,2.9,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,자발적퇴직,2024-12-17,ohdahyun82@naver.com,010-5208-2298,서울시 영등포구 여의도동
EMP0216,서동현,남,31,1996-04-23,960423-1401813,군필,2019-09-18,6,대학원졸,이화여자대학교,3.6,인턴전환,계약직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,seodonghyun@daum.net,010-6237-6674,서울시 강서구 마곡동
EMP0217,남정수,남,26,2001-01-22,010122-3736613,군필,2024-05-13,2,대졸,고려대학교,3.0,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,사원,팀원,1,,,namjungsu32@hanmail.net,010-7693-6767,서울시 마포구 합정동
EMP0218,구나은,여,32,1995-11-21,951121-2335082,해당없음,2018-02-22,8,대졸,이화여자대학교,3.6,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,koonaeun3@daum.net,010-1372-7378,경기도 수원시 영통구 매탄동
EMP0219,한민호,남,30,1997-04-11,970411-1593050,군필,2022-08-23,3,전문대졸,인하공업전문대학,3.2,추천,계약직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,대리,팀원,1,,,hanminho92@kakao.com,010-8877-1979,서울시 강동구 천호동
EMP0220,방지우,여,33,1994-11-15,941115-2925621,해당없음,2018-09-21,7,대졸,한양대학교,3.6,공채,계약직,,,,두리안정보기술,서울 여의도,개발부,백엔드팀,1,대리,팀원,1,,,bangjiwoo_dev@gmail.com,010-4621-7076,경기도 고양시 일산동구 장항동
EMP0221,천다현,여,29,1998-08-23,980823-2429563,해당없음,2021-11-10,4,대학원졸,단국대학교,2.7,경력,정규직,쿠팡,과장,영업관리,두리안정보기술,경기 판교,영업부,국내영업팀,1,대리,팀원,1,,,chundahyun68@nate.com,010-2060-6609,서울시 송파구 잠실동
EMP0222,신소희,여,28,1999-02-21,990221-2568328,해당없음,2022-12-26,3,대졸,가천대학교,3.8,공채,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,사원,팀원,1,,,shinsohee_766@gmail.com,010-5354-5546,서울시 강남구 논현동
EMP0223,방시우,남,28,1999-04-19,990419-1944906,군필,2026-04-08,0,대졸,명지대학교,3.0,공채,계약직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,bangsiwoo@hanmail.net,010-8918-9424,서울시 강동구 천호동
EMP0224,안보미,여,32,1995-09-10,950910-2420218,해당없음,2021-11-18,4,대졸,경북대학교,2.5,추천,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,ahnbomi_dev@naver.com,010-4144-7491,서울시 마포구 상암동
EMP0225,민준우,남,35,1992-07-25,920725-1794214,군필,2020-11-20,5,고졸,,,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,대리,팀원,1,,,minjunwoo.9@nate.com,010-4267-4522,인천시 부평구 부평동
EMP0226,송지민,여,27,2000-08-24,000824-4718458,해당없음,2025-06-24,0,대졸,가천대학교,2.9,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,사원,팀원,1,,,songjimin_work@hanmail.net,010-9700-5774,서울시 강남구 역삼동
EMP0227,함시우,남,46,1981-04-06,810406-1928519,군필,2006-08-24,19,대졸,한국외국어대학교,2.9,인턴전환,계약직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀장,2,,,hamsiwoo.2@gmail.com,010-9712-3592,경기도 성남시 분당구 정자동
EMP0228,주민호,남,46,1981-11-14,811114-1471872,군필,2013-02-25,13,대학원졸,전북대학교,3.5,경력,정규직,쿠팡,사원,재무회계,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,차장,팀원,2,계약만료,2024-05-02,juminho.1@hanmail.net,010-1646-3086,경기도 수원시 영통구 매탄동
EMP0229,정지수,여,30,1997-05-06,970506-2859712,해당없음,2020-04-07,6,전문대졸,영진전문대학교,2.5,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,대리,팀원,1,,,jungjisu_858@naver.com,010-2487-9305,서울시 노원구 상계동
EMP0230,안예은,여,31,1996-07-13,960713-2828833,해당없음,2026-01-13,0,대학원졸,부산대학교,3.9,추천,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,사원,팀원,1,,,ahnyeeun_dev@hanmail.net,010-7797-3580,서울시 영등포구 여의도동
EMP0231,오준서,남,26,2001-03-01,010301-3169547,군필,2024-02-26,2,고졸,,,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,사원,팀원,1,,,ohjunseo_dev@kakao.com,010-8692-5208,서울시 서초구 방배동
EMP0232,지보미,여,36,1991-08-16,910816-2707511,해당없음,2018-12-04,7,전문대졸,인하공업전문대학,2.8,경력,정규직,카카오,사원,영업관리,두리안정보기술,서울 강남,인사부,채용팀,3,대리,팀원,1,자발적퇴직,2024-06-14,jibomi_286@naver.com,010-7500-6284,서울시 강남구 역삼동
EMP0233,심민지,여,30,1997-10-09,971009-2226120,해당없음,2023-04-15,3,대졸,국민대학교,3.0,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,shimminji74@hanmail.net,010-4192-3321,서울시 송파구 잠실동
EMP0234,서지훈,남,40,1987-09-17,870917-1682753,군필,2014-03-19,12,대졸,인하대학교,3.1,경력,정규직,KT,대리,데이터분석,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀장,1,,,seojihoon27@naver.com,010-4972-7410,서울시 마포구 상암동
EMP0235,배하영,여,27,2000-05-05,000505-4142961,해당없음,2024-02-08,2,전문대졸,영진전문대학교,3.6,인턴전환,계약직,,,,두리안정보기술,서울 여의도,개발부,프론트팀,1,사원,팀원,1,자발적퇴직,2025-10-31,baehayoung84@daum.net,010-4680-9566,서울시 서초구 서초동
EMP0236,방재현,남,41,1986-12-14,861214-1501171,군필,2013-11-16,12,전문대졸,영진전문대학교,3.9,인턴전환,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,차장,팀원,2,,,bangjaehyun.6@nate.com,010-7911-7451,서울시 강남구 삼성동
EMP0237,진은별,여,40,1987-07-27,870727-2319551,해당없음,2014-09-02,11,대학원졸,한국외국어대학교,2.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀장,1,,,jineunbyul@hanmail.net,010-9818-4728,서울시 용산구 이태원동
EMP0238,조하린,여,42,1985-11-06,851106-2194940,해당없음,2011-10-16,14,전문대졸,경북전문대학교,3.0,추천,계약직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,joharin69@nate.com,010-5815-2346,서울시 용산구 이태원동
EMP0239,유도윤,남,35,1992-01-16,920116-1552266,면제,2022-11-09,3,대졸,충남대학교,2.7,경력,정규직,KT,차장,프로젝트관리,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,yoodoyoon_kr@nate.com,010-5045-9819,경기도 고양시 일산동구 장항동
EMP0240,조도현,남,48,1979-10-08,791008-1838425,군필,2006-02-26,20,대졸,경희대학교,3.4,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,부장,팀장,2,,,jodohyun.4@hanmail.net,010-7670-3363,경기도 수원시 영통구 매탄동
EMP0241,김유진,여,29,1998-02-20,980220-2841618,해당없음,2022-02-25,4,대졸,단국대학교,2.9,경력,계약직,현대자동차,대리,백엔드개발,두리안정보기술,서울 강남,기획부,사업기획팀,1,사원,팀원,1,,,kimyujin@nate.com,010-2336-6565,서울시 강서구 마곡동
EMP0242,곽현준,남,24,2003-06-04,030604-3631972,군필,2026-01-22,0,대졸,연세대학교,2.5,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,사원,팀원,1,,,kwakhyunjun80@daum.net,010-3955-9494,서울시 마포구 상암동
EMP0243,노도현,남,38,1989-09-27,890927-1703022,면제,2012-08-22,13,대졸,건국대학교,2.9,인턴전환,계약직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,nohdohyun_dev@nate.com,010-7984-7623,서울시 영등포구 여의도동
EMP0244,강지영,여,31,1996-08-20,960820-2633458,해당없음,2025-06-18,0,대학원졸,전남대학교,3.3,공채,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,사원,팀원,1,자발적퇴직,2027-06-18,kangjiyoung13@nate.com,010-4335-9114,서울시 마포구 합정동
EMP0245,박성민,남,25,2002-11-27,021127-3956397,군필,2025-01-08,1,전문대졸,경북전문대학교,2.6,추천,계약직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,,,parksungmin6@nate.com,010-2874-2888,서울시 마포구 상암동
EMP0246,정윤서,여,36,1991-11-23,911123-2745210,해당없음,2019-12-09,6,대졸,중앙대학교,2.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀장,1,,,jungyunseo_711@naver.com,010-6208-1716,경기도 고양시 일산동구 장항동
EMP0247,임수현,남,29,1998-11-02,981102-1488363,군필,2021-08-07,4,전문대졸,명지전문대학,2.8,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,limsoohyun82@hanmail.net,010-2960-4678,경기도 용인시 기흥구 영덕동
EMP0248,주민석,남,24,2003-07-10,030710-3993055,군필,2025-10-21,0,대졸,광운대학교,3.0,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,juminseok63@kakao.com,010-7364-8594,서울시 노원구 상계동
EMP0249,홍소연,여,27,2000-04-19,000419-4289074,해당없음,2025-04-23,1,대졸,강원대학교,3.1,추천,계약직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,사원,팀원,1,,,hongsoyeon44@hanmail.net,010-4240-3468,서울시 영등포구 여의도동
EMP0250,남지원,여,43,1984-10-17,841017-2271187,해당없음,2007-06-20,18,대졸,서울대학교,3.8,인턴전환,계약직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,부장,팀장,2,,,namjiwon_675@gmail.com,010-3402-8289,서울시 서초구 서초동
EMP0251,장성민,남,37,1990-01-19,900119-1471942,미필,2017-03-25,9,대졸,성균관대학교,3.9,추천,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀장,1,,,jangsungmin_work@hanmail.net,010-1384-9021,서울시 용산구 이태원동
EMP0252,최민재,남,45,1982-06-02,820602-1395322,면제,2007-08-14,18,대졸,고려대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀장,2,정년퇴직,2013-02-03,choiminjae86@naver.com,010-2219-3901,서울시 노원구 상계동
EMP0253,임동현,남,28,1999-01-24,990124-1599168,군필,2023-01-24,3,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,limdonghyun.3@gmail.com,010-2303-3881,서울시 마포구 합정동
EMP0254,임보미,여,34,1993-02-07,930207-2749954,해당없음,2016-02-23,10,대졸,광운대학교,3.4,인턴전환,계약직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀장,1,,,limbomi.6@nate.com,010-2079-5299,서울시 용산구 이태원동
EMP0255,문채영,여,34,1993-09-24,930924-2258375,해당없음,2021-08-11,4,대학원졸,연세대학교,3.2,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,대리,팀원,1,,,moonchaeyoung_583@gmail.com,010-9148-7426,서울시 마포구 상암동
EMP0256,차나은,여,27,2000-08-14,000814-4655364,해당없음,2023-10-24,2,대학원졸,부산대학교,3.9,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,계약만료,2026-10-15,chanaeun18@daum.net,010-7832-5032,서울시 마포구 합정동
EMP0257,원소희,여,34,1993-10-26,931026-2846489,해당없음,2021-09-11,4,고졸,,,경력,정규직,KT,대리,영업관리,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,wonsohee.6@kakao.com,010-3394-5468,서울시 용산구 이태원동
EMP0258,홍세연,여,34,1993-10-20,931020-2895304,해당없음,2016-11-07,9,전문대졸,경북전문대학교,2.9,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,과장,팀원,1,,,hongseyeon.3@naver.com,010-6288-1277,서울시 서초구 서초동
EMP0259,홍승준,남,36,1991-12-13,911213-1532686,군필,2019-06-27,6,대졸,숭실대학교,3.5,공채,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,과장,팀원,1,,,hongseungjun77@nate.com,010-3539-9980,서울시 강남구 논현동
EMP0260,유준우,남,28,1999-11-22,991122-1835916,면제,2025-04-02,1,대학원졸,단국대학교,3.2,경력,정규직,현대자동차,과장,인사관리,두리안정보기술,서울 여의도,개발부,백엔드팀,1,사원,팀원,1,권고사직,2026-04-02,yoojunwoo.1@daum.net,010-5352-7132,경기도 성남시 분당구 정자동
EMP0261,한다은,여,56,1971-06-09,710609-2478471,해당없음,2002-06-07,23,대학원졸,아주대학교,3.2,공채,계약직,,,,두리안정보기술,서울 여의도,개발부,,1,부장,본부장,2,,,handaeun_623@naver.com,010-6471-4380,경기도 성남시 분당구 판교동
EMP0262,방지수,여,37,1990-08-18,900818-2225909,해당없음,2016-03-16,10,대학원졸,성균관대학교,3.4,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀장,1,,,bangjisu27@gmail.com,010-2410-4847,서울시 강서구 마곡동
EMP0263,송서윤,여,50,1977-12-05,771205-2781765,해당없음,2004-02-24,22,대졸,연세대학교,3.7,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,부장,팀원,2,,,songseoyoon30@hanmail.net,010-7017-8475,경기도 성남시 분당구 판교동
EMP0264,양태양,남,49,1978-11-12,781112-1458245,군필,2009-06-24,16,전문대졸,경북전문대학교,3.7,경력,정규직,포스코,차장,인사관리,두리안정보기술,경기 판교,인사부,교육팀,3,부장,팀장,2,,,yangtaeyang.9@gmail.com,010-9512-2700,경기도 고양시 일산동구 장항동
EMP0265,안승준,남,38,1989-06-16,890616-1353580,군필,2013-11-23,12,대졸,세종대학교,2.8,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,차장,팀원,2,,,ahnseungjun25@naver.com,010-4042-2168,서울시 강남구 논현동
EMP0266,유채원,여,32,1995-12-20,951220-2614125,해당없음,2018-07-01,7,대졸,숙명여자대학교,3.4,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,yoochaewon98@gmail.com,010-5020-2540,서울시 강서구 마곡동
EMP0267,공혜린,여,36,1991-05-18,910518-2730320,해당없음,2020-01-11,6,대졸,고려대학교,3.4,경력,정규직,삼성전자,차장,프론트엔드개발,두리안정보기술,서울 여의도,인사부,교육팀,3,대리,팀원,1,,,konghyerin10@kakao.com,010-3893-7172,서울시 강남구 삼성동
EMP0268,오소희,여,36,1991-08-26,910826-2355047,해당없음,2020-04-23,6,대학원졸,한국외국어대학교,3.2,공채,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,대리,팀원,1,,,ohsohee95@nate.com,010-9944-7116,경기도 수원시 영통구 매탄동
EMP0269,심하은,여,38,1989-01-08,890108-2667702,해당없음,2012-02-18,14,대졸,한국외국어대학교,2.5,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,차장,팀원,2,자발적퇴직,2015-08-29,shimhaeun66@hanmail.net,010-3698-5047,경기도 용인시 기흥구 영덕동
EMP0270,나하늘,여,28,1999-07-02,990702-2188963,해당없음,2023-01-25,3,고졸,,,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,nahaneul_work@hanmail.net,010-6359-6048,경기도 성남시 분당구 판교동
EMP0271,손하영,여,49,1978-02-23,780223-2409345,해당없음,2009-08-11,16,대졸,한양대학교,3.4,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,부장,팀장,2,,,sonhayoung_917@gmail.com,010-5775-5047,서울시 마포구 합정동
EMP0272,오지영,여,30,1997-05-19,970519-2724187,해당없음,2020-08-23,5,대졸,중앙대학교,2.9,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,대리,팀원,1,,,ohjiyoung_dev@gmail.com,010-1672-2151,서울시 송파구 문정동
EMP0273,차민석,남,29,1998-07-07,980707-1200331,군필,2023-12-22,2,대졸,연세대학교,2.9,인턴전환,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,chaminseok_dev@gmail.com,010-1051-4912,서울시 강동구 천호동
EMP0274,우세연,여,34,1993-02-14,930214-2317192,해당없음,2022-04-04,4,대학원졸,세종대학교,2.5,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,wooseyeon.7@kakao.com,010-1397-4998,경기도 용인시 기흥구 영덕동
EMP0275,유서준,남,36,1991-01-16,910116-1152497,면제,2021-06-13,4,전문대졸,경북전문대학교,2.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,대리,팀원,1,,,yooseojun_400@naver.com,010-7708-6105,서울시 마포구 상암동
EMP0276,권주원,남,36,1991-08-14,910814-1241504,미필,2014-05-18,12,전문대졸,명지전문대학,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,차장,팀원,2,,,kwonjuwon83@naver.com,010-8453-3869,서울시 서초구 서초동
EMP0277,한재현,남,47,1980-01-10,800110-1982844,미필,2005-07-05,20,전문대졸,영진전문대학교,3.3,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,,1,부장,본부장,2,,,hanjaehyun_work@kakao.com,010-4255-1262,서울시 마포구 합정동
EMP0278,함지아,여,40,1987-11-26,871126-2727296,해당없음,2014-12-05,11,대졸,충남대학교,3.2,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀장,1,,,hamjia@naver.com,010-6084-9302,서울시 마포구 상암동
EMP0279,조준서,남,55,1972-09-07,720907-1964774,군필,2002-01-01,24,대졸,아주대학교,3.0,추천,계약직,,,,두리안정보기술,서울 강남,기획부,,1,부장,본부장,2,,,jojunseo_dev@kakao.com,010-4608-1686,서울시 강남구 삼성동
EMP0280,김수아,여,30,1997-03-14,970314-2705073,해당없음,2022-04-14,4,대졸,경북대학교,4.0,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,사원,팀원,1,,,kimsua_798@gmail.com,010-8108-8919,서울시 송파구 문정동
EMP0281,하수빈,여,37,1990-05-04,900504-2534344,해당없음,2020-10-10,5,대졸,서강대학교,3.9,추천,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,hasubin72@hanmail.net,010-4506-7640,서울시 영등포구 여의도동
EMP0282,류민재,남,38,1989-06-19,890619-1186345,미필,2012-03-20,14,전문대졸,명지전문대학,2.7,공채,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,차장,팀원,2,,,ryuminjae.5@daum.net,010-9619-2174,인천시 부평구 부평동
EMP0283,장하은,여,40,1987-11-25,871125-2352372,해당없음,2014-05-06,12,대졸,한양대학교,3.1,공채,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀장,1,,,janghaeun_181@gmail.com,010-8355-3066,서울시 서초구 방배동
EMP0284,류수현,남,46,1981-07-14,810714-1833851,군필,2008-12-16,17,대졸,이화여자대학교,3.0,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,부장,팀원,2,,,ryusoohyun54@naver.com,010-4932-9401,인천시 부평구 부평동
EMP0285,송다은,여,43,1984-01-21,840121-2699678,해당없음,2007-01-25,19,대졸,중앙대학교,2.8,경력,정규직,포스코,과장,재무회계,두리안정보기술,경기 판교,영업부,해외영업팀,1,부장,팀장,2,,,songdaeun_371@nate.com,010-5163-7468,서울시 송파구 문정동
EMP0286,곽우진,남,27,2000-01-14,000114-3818362,군필,2023-04-13,3,대학원졸,가천대학교,2.5,추천,계약직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,사원,팀원,1,,,kwakwoojin_121@nate.com,010-5789-5212,서울시 영등포구 여의도동
EMP0287,허건우,남,43,1984-05-10,840510-1860548,군필,2007-02-25,19,대졸,부산대학교,2.6,경력,정규직,카카오,대리,프론트엔드개발,두리안정보기술,서울 여의도,개발부,프론트팀,1,부장,팀원,2,,,heogunwoo_450@kakao.com,010-6757-1488,서울시 용산구 이태원동
EMP0288,현미래,여,30,1997-10-21,971021-2240592,해당없음,2025-03-07,1,고졸,,,경력,정규직,롯데그룹,차장,재무회계,두리안정보기술,서울 강남,기획부,전략기획팀,1,사원,팀원,1,,,hyunmirae.9@nate.com,010-6582-2962,인천시 부평구 부평동
EMP0289,나재민,남,31,1996-01-28,960128-1480142,군필,2019-07-10,6,대졸,동국대학교,3.7,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,대리,팀원,1,,,najaemin.4@gmail.com,010-4793-1804,서울시 송파구 문정동
EMP0290,현지현,여,55,1972-10-28,721028-2266521,해당없음,2005-12-18,20,대졸,전북대학교,2.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,,1,부장,본부장,2,,,hyunjihyun90@naver.com,010-3075-3774,경기도 성남시 분당구 정자동
EMP0291,백민준,남,49,1978-12-25,781225-1824880,군필,2007-10-26,18,고졸,,,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀장,2,,,baekminjun_354@nate.com,010-1762-2182,서울시 은평구 불광동
EMP0292,신선우,남,24,2003-12-01,031201-3586101,미필,2025-12-04,0,대졸,서강대학교,3.6,경력,정규직,네이버,차장,재무회계,두리안정보기술,서울 여의도,개발부,AI팀,1,사원,팀원,1,,,shinsunwoo_dev@naver.com,010-5643-5576,서울시 마포구 상암동
EMP0293,함서연,여,39,1988-06-10,880610-2166026,해당없음,2020-10-15,5,대졸,충남대학교,2.9,추천,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,과장,팀장,1,,,hamseoyeon.8@gmail.com,010-3442-1320,서울시 용산구 이태원동
EMP0294,주혜린,여,31,1996-12-10,961210-2243650,해당없음,2025-03-04,1,대졸,국민대학교,3.5,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,사원,팀원,1,,,juhyerin23@nate.com,010-3223-4616,서울시 마포구 합정동
EMP0295,양하준,남,28,1999-02-09,990209-1711193,군필,2025-10-14,0,대졸,서강대학교,2.6,공채,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,사원,팀원,1,,,yanghajun.8@nate.com,010-3691-1440,서울시 서초구 서초동
EMP0296,지선우,남,26,2001-01-24,010124-3213796,군필,2025-04-24,1,대졸,한양대학교,2.6,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,사원,팀원,1,,,jisunwoo_257@nate.com,010-3722-5360,경기도 성남시 분당구 정자동
EMP0297,유지유,여,44,1983-03-20,830320-2708868,해당없음,2013-08-14,12,대졸,중앙대학교,3.9,경력,정규직,삼성전자,대리,재무회계,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,차장,팀원,2,,,yoojiyu69@hanmail.net,010-9907-2215,서울시 송파구 잠실동
EMP0298,고준서,남,32,1995-09-05,950905-1131821,군필,2018-05-11,8,고졸,,,경력,정규직,현대자동차,차장,프론트엔드개발,두리안정보기술,경기 판교,개발부,인프라팀,1,과장,팀장,1,,,kojunseo71@hanmail.net,010-7087-1937,경기도 용인시 기흥구 영덕동
EMP0299,방준서,남,32,1995-09-21,950921-1462127,군필,2020-11-04,5,고졸,,,경력,정규직,롯데그룹,과장,프로젝트관리,두리안정보기술,서울 여의도,영업부,해외영업팀,1,대리,팀원,1,,,bangjunseo_253@kakao.com,010-3445-5414,경기도 성남시 분당구 정자동
EMP0300,홍태양,남,36,1991-03-26,910326-1975454,군필,2014-05-27,11,대학원졸,경희대학교,2.6,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,hongtaeyang.3@kakao.com,010-9166-5079,경기도 성남시 분당구 정자동
EMP0301,손도현,남,41,1986-04-05,860405-1762314,군필,2020-07-09,5,대학원졸,숙명여자대학교,3.3,경력,계약직,카카오,차장,마케팅기획,두리안정보기술,서울 여의도,개발부,프론트팀,1,과장,팀원,1,,,sondohyun_397@nate.com,010-7046-6569,경기도 수원시 영통구 매탄동
EMP0302,류도현,남,41,1986-05-14,860514-1370235,군필,2010-08-13,15,대졸,숭실대학교,3.3,경력,정규직,카카오,과장,데이터분석,두리안정보기술,경기 판교,영업부,국내영업팀,1,부장,팀원,2,,,ryudohyun.2@kakao.com,010-9621-8642,서울시 서초구 서초동
